instant,dteday,season,year,month,hour,holiday,weekday,workingday,weather situation,temp,atemp,humidity,windspeed,casual,registered,count_cr,time_of_day,windspeed_category
13461,2012-07-20,Fall,2012,Jul,1.0,0,Friday,1,Clear,0.66,0.5909,0.89,0.1343,2,9,11,Malam,Angin Ringan
13462,2012-07-20,Fall,2012,Jul,2.0,0,Friday,1,Misty,0.66,0.5909,0.89,0.0896,5,14,19,Malam,Angin Ringan
13463,2012-07-20,Fall,2012,Jul,3.0,0,Friday,1,Misty,0.66,0.5909,0.89,0.1045,7,29,36,Malam,Angin Ringan
13464,2012-07-20,Fall,2012,Jul,4.0,0,Friday,1,Misty,0.66,0.5909,0.89,0.1642,3,6,9,Malam,Angin Ringan
13465,2012-07-20,Fall,2012,Jul,5.0,0,Friday,1,Misty,0.66,0.5909,0.89,0.1343,2,40,42,Malam,Angin Ringan
13466,2012-07-20,Fall,2012,Jul,6.0,0,Friday,1,Misty,0.66,0.5909,0.89,0.1642,3,123,126,Pagi,Angin Ringan
13467,2012-07-20,Fall,2012,Jul,7.0,0,Friday,1,Misty,0.66,0.5909,0.89,0.194,14,346,360,Pagi,Angin Ringan
13468,2012-07-20,Fall,2012,Jul,8.0,0,Friday,1,Misty,0.68,0.6364,0.83,0.1642,39,652,691,Pagi,Angin Ringan
13469,2012-07-20,Fall,2012,Jul,9.0,0,Friday,1,Misty,0.7,0.6667,0.79,0.1343,45,328,373,Pagi,Angin Ringan
13470,2012-07-20,Fall,2012,Jul,10.0,0,Friday,1,Misty,0.7,0.6667,0.79,0.1642,51,182,233,Pagi,Angin Ringan
13471,2012-07-20,Fall,2012,Jul,11.0,0,Friday,1,Light_rainsnow,0.72,0.697,0.74,0.194,51,161,212,Pagi,Angin Ringan
13472,2012-07-20,Fall,2012,Jul,12.0,0,Friday,1,Light_rainsnow,0.68,0.6364,0.83,0.1642,41,233,274,Siang,Angin Ringan
13473,2012-07-20,Fall,2012,Jul,13.0,0,Friday,1,Light_rainsnow,0.68,0.6364,0.83,0.1045,20,136,156,Siang,Angin Ringan
13474,2012-07-20,Fall,2012,Jul,14.0,0,Friday,1,Light_rainsnow,0.7,0.6667,0.84,0.1642,53,176,229,Siang,Angin Ringan
13475,2012-07-20,Fall,2012,Jul,15.0,0,Friday,1,Misty,0.7,0.6667,0.84,0.2985,47,169,216,Siang,Angin Sedang
13476,2012-07-20,Fall,2012,Jul,16.0,0,Friday,1,Misty,0.68,0.6364,0.83,0.3284,70,366,436,Sore,Angin Sedang
13477,2012-07-20,Fall,2012,Jul,17.0,0,Friday,1,Misty,0.66,0.5909,0.89,0.4179,95,620,715,Sore,Angin Kencang
13478,2012-07-20,Fall,2012,Jul,18.0,0,Friday,1,Misty,0.66,0.6061,0.78,0.3284,73,549,622,Sore,Angin Sedang
13479,2012-07-20,Fall,2012,Jul,19.0,0,Friday,1,Misty,0.64,0.5758,0.83,0.2836,44,358,402,Malam,Angin Sedang
13480,2012-07-20,Fall,2012,Jul,20.0,0,Friday,1,Light_rainsnow,0.64,0.5758,0.83,0.3881,35,216,251,Malam,Angin Kencang
13481,2012-07-20,Fall,2012,Jul,21.0,0,Friday,1,Light_rainsnow,0.62,0.5758,0.83,0.3284,14,108,122,Malam,Angin Sedang
13482,2012-07-20,Fall,2012,Jul,22.0,0,Friday,1,Misty,0.62,0.5758,0.83,0.194,13,122,135,Malam,Angin Ringan
13483,2012-07-20,Fall,2012,Jul,23.0,0,Friday,1,Misty,0.62,0.5758,0.83,0.2836,18,148,166,Malam,Angin Sedang
13484,2012-07-21,Fall,2012,Jul,0.0,0,Saturday,0,Light_rainsnow,0.62,0.5758,0.83,0.2836,11,92,103,Malam,Angin Sedang
13485,2012-07-21,Fall,2012,Jul,1.0,0,Saturday,0,Misty,0.62,0.5758,0.83,0.2537,10,62,72,Malam,Angin Sedang
13486,2012-07-21,Fall,2012,Jul,2.0,0,Saturday,0,Light_rainsnow,0.6,0.5455,0.88,0.2836,5,55,60,Malam,Angin Sedang
13487,2012-07-21,Fall,2012,Jul,3.0,0,Saturday,0,Light_rainsnow,0.6,0.5455,0.88,0.2537,7,18,25,Malam,Angin Sedang
13488,2012-07-21,Fall,2012,Jul,4.0,0,Saturday,0,Light_rainsnow,0.58,0.5455,0.88,0.2836,11,5,16,Malam,Angin Sedang
13489,2012-07-21,Fall,2012,Jul,5.0,0,Saturday,0,Light_rainsnow,0.58,0.5455,0.88,0.2537,7,10,17,Malam,Angin Sedang
13490,2012-07-21,Fall,2012,Jul,6.0,0,Saturday,0,Light_rainsnow,0.58,0.5455,0.88,0.2537,3,12,15,Pagi,Angin Sedang
13491,2012-07-21,Fall,2012,Jul,7.0,0,Saturday,0,Misty,0.58,0.5455,0.88,0.2537,8,29,37,Pagi,Angin Sedang
13492,2012-07-21,Fall,2012,Jul,8.0,0,Saturday,0,Misty,0.58,0.5455,0.83,0.2537,18,94,112,Pagi,Angin Sedang
13493,2012-07-21,Fall,2012,Jul,9.0,0,Saturday,0,Misty,0.58,0.5455,0.83,0.194,32,175,207,Pagi,Angin Ringan
13494,2012-07-21,Fall,2012,Jul,10.0,0,Saturday,0,Light_rainsnow,0.58,0.5455,0.88,0.2537,49,219,268,Pagi,Angin Sedang
13495,2012-07-21,Fall,2012,Jul,11.0,0,Saturday,0,Misty,0.6,0.5606,0.83,0.2537,80,225,305,Pagi,Angin Sedang
13496,2012-07-21,Fall,2012,Jul,12.0,0,Saturday,0,Light_rainsnow,0.6,0.5606,0.83,0.2239,156,301,457,Siang,Angin Sedang
13497,2012-07-21,Fall,2012,Jul,13.0,0,Saturday,0,Light_rainsnow,0.6,0.5606,0.83,0.1642,106,248,354,Siang,Angin Ringan
13498,2012-07-21,Fall,2012,Jul,14.0,0,Saturday,0,Misty,0.6,0.5455,0.88,0.2537,121,222,343,Siang,Angin Sedang
13499,2012-07-21,Fall,2012,Jul,15.0,0,Saturday,0,Light_rainsnow,0.6,0.5455,0.88,0.2537,148,232,380,Siang,Angin Sedang
13500,2012-07-21,Fall,2012,Jul,16.0,0,Saturday,0,Light_rainsnow,0.6,0.5455,0.88,0.194,130,196,326,Sore,Angin Ringan
13501,2012-07-21,Fall,2012,Jul,17.0,0,Saturday,0,Light_rainsnow,0.6,0.5455,0.88,0.1642,92,149,241,Sore,Angin Ringan
13502,2012-07-21,Fall,2012,Jul,18.0,0,Saturday,0,Misty,0.6,0.5455,0.88,0.194,51,126,177,Sore,Angin Ringan
13503,2012-07-21,Fall,2012,Jul,19.0,0,Saturday,0,Misty,0.6,0.5455,0.88,0.1642,67,171,238,Malam,Angin Ringan
13504,2012-07-21,Fall,2012,Jul,20.0,0,Saturday,0,Light_rainsnow,0.6,0.5455,0.88,0.1642,51,163,214,Malam,Angin Ringan
13505,2012-07-21,Fall,2012,Jul,21.0,0,Saturday,0,Misty,0.6,0.5455,0.88,0.1642,29,134,163,Malam,Angin Ringan
13506,2012-07-21,Fall,2012,Jul,22.0,0,Saturday,0,Misty,0.6,0.5455,0.88,0.1045,40,140,180,Malam,Angin Ringan
13507,2012-07-21,Fall,2012,Jul,23.0,0,Saturday,0,Misty,0.6,0.5455,0.88,0.0,32,117,149,Malam,Angin Ringan
13508,2012-07-22,Fall,2012,Jul,0.0,0,Sunday,0,Misty,0.6,0.5455,0.88,0.1045,17,96,113,Malam,Angin Ringan
13509,2012-07-22,Fall,2012,Jul,1.0,0,Sunday,0,Misty,0.6,0.5455,0.88,0.1642,31,99,130,Malam,Angin Ringan
13510,2012-07-22,Fall,2012,Jul,2.0,0,Sunday,0,Misty,0.6,0.5455,0.88,0.1045,32,90,122,Malam,Angin Ringan
13511,2012-07-22,Fall,2012,Jul,3.0,0,Sunday,0,Misty,0.6,0.5455,0.88,0.1045,13,30,43,Malam,Angin Ringan
13512,2012-07-22,Fall,2012,Jul,4.0,0,Sunday,0,Clear,0.6,0.5455,0.88,0.0,6,10,16,Malam,Angin Ringan
13513,2012-07-22,Fall,2012,Jul,5.0,0,Sunday,0,Clear,0.6,0.5455,0.88,0.0,0,6,6,Malam,Angin Ringan
13514,2012-07-22,Fall,2012,Jul,6.0,0,Sunday,0,Misty,0.62,0.5758,0.83,0.0896,5,14,19,Pagi,Angin Ringan
13515,2012-07-22,Fall,2012,Jul,7.0,0,Sunday,0,Misty,0.62,0.5758,0.83,0.0,13,25,38,Pagi,Angin Ringan
13516,2012-07-22,Fall,2012,Jul,8.0,0,Sunday,0,Misty,0.64,0.5909,0.78,0.0,31,122,153,Pagi,Angin Ringan
13517,2012-07-22,Fall,2012,Jul,9.0,0,Sunday,0,Misty,0.66,0.6212,0.69,0.0,79,179,258,Pagi,Angin Ringan
13518,2012-07-22,Fall,2012,Jul,10.0,0,Sunday,0,Misty,0.66,0.6212,0.74,0.0,114,265,379,Pagi,Angin Ringan
13519,2012-07-22,Fall,2012,Jul,11.0,0,Sunday,0,Misty,0.66,0.6212,0.74,0.0,191,314,505,Pagi,Angin Ringan
13520,2012-07-22,Fall,2012,Jul,12.0,0,Sunday,0,Misty,0.7,0.6515,0.7,0.1045,178,326,504,Siang,Angin Ringan
13521,2012-07-22,Fall,2012,Jul,13.0,0,Sunday,0,Misty,0.7,0.6515,0.65,0.0896,238,388,626,Siang,Angin Ringan
13522,2012-07-22,Fall,2012,Jul,14.0,0,Sunday,0,Clear,0.72,0.6818,0.66,0.1045,256,360,616,Siang,Angin Ringan
13523,2012-07-22,Fall,2012,Jul,15.0,0,Sunday,0,Clear,0.72,0.6818,0.66,0.1045,254,370,624,Siang,Angin Ringan
13524,2012-07-22,Fall,2012,Jul,16.0,0,Sunday,0,Clear,0.74,0.697,0.66,0.1045,245,383,628,Sore,Angin Ringan
13525,2012-07-22,Fall,2012,Jul,17.0,0,Sunday,0,Clear,0.74,0.697,0.66,0.2239,188,368,556,Sore,Angin Sedang
13526,2012-07-22,Fall,2012,Jul,18.0,0,Sunday,0,Clear,0.74,0.697,0.66,0.1642,173,342,515,Sore,Angin Ringan
13527,2012-07-22,Fall,2012,Jul,19.0,0,Sunday,0,Clear,0.72,0.6818,0.7,0.1642,180,342,522,Malam,Angin Ringan
13528,2012-07-22,Fall,2012,Jul,20.0,0,Sunday,0,Clear,0.7,0.6667,0.74,0.1642,124,254,378,Malam,Angin Ringan
13529,2012-07-22,Fall,2012,Jul,21.0,0,Sunday,0,Clear,0.7,0.6667,0.79,0.1045,88,257,345,Malam,Angin Ringan
13530,2012-07-22,Fall,2012,Jul,22.0,0,Sunday,0,Clear,0.7,0.6667,0.74,0.194,55,136,191,Malam,Angin Ringan
13531,2012-07-22,Fall,2012,Jul,23.0,0,Sunday,0,Clear,0.68,0.6364,0.79,0.1642,33,90,123,Malam,Angin Ringan
13532,2012-07-23,Fall,2012,Jul,0.0,0,Monday,1,Clear,0.66,0.5909,0.89,0.0896,11,36,47,Malam,Angin Ringan
13533,2012-07-23,Fall,2012,Jul,1.0,0,Monday,1,Clear,0.66,0.5909,0.89,0.194,7,20,27,Malam,Angin Ringan
13534,2012-07-23,Fall,2012,Jul,2.0,0,Monday,1,Misty,0.66,0.5909,0.94,0.0896,3,14,17,Malam,Angin Ringan
13535,2012-07-23,Fall,2012,Jul,3.0,0,Monday,1,Misty,0.66,0.5909,0.94,0.0896,0,2,2,Malam,Angin Ringan
13536,2012-07-23,Fall,2012,Jul,4.0,0,Monday,1,Misty,0.66,0.5909,0.94,0.1343,0,8,8,Malam,Angin Ringan
13537,2012-07-23,Fall,2012,Jul,5.0,0,Monday,1,Misty,0.66,0.5909,0.94,0.1343,3,48,51,Malam,Angin Ringan
13538,2012-07-23,Fall,2012,Jul,6.0,0,Monday,1,Misty,0.68,0.6364,0.89,0.0896,9,148,157,Pagi,Angin Ringan
13539,2012-07-23,Fall,2012,Jul,7.0,0,Monday,1,Clear,0.7,0.6667,0.84,0.1343,17,404,421,Pagi,Angin Ringan
13540,2012-07-23,Fall,2012,Jul,8.0,0,Monday,1,Clear,0.72,0.697,0.79,0.1045,47,691,738,Pagi,Angin Ringan
13541,2012-07-23,Fall,2012,Jul,9.0,0,Monday,1,Misty,0.74,0.7121,0.74,0.1343,57,288,345,Pagi,Angin Ringan
13542,2012-07-23,Fall,2012,Jul,10.0,0,Monday,1,Misty,0.78,0.7424,0.62,0.0,63,137,200,Pagi,Angin Ringan
13543,2012-07-23,Fall,2012,Jul,11.0,0,Monday,1,Misty,0.8,0.7424,0.52,0.1642,69,129,198,Pagi,Angin Ringan
13544,2012-07-23,Fall,2012,Jul,12.0,0,Monday,1,Misty,0.8,0.7424,0.52,0.1642,109,205,314,Siang,Angin Ringan
13545,2012-07-23,Fall,2012,Jul,13.0,0,Monday,1,Misty,0.8,0.7424,0.52,0.1045,64,176,240,Siang,Angin Ringan
13546,2012-07-23,Fall,2012,Jul,14.0,0,Monday,1,Misty,0.78,0.7424,0.59,0.1642,82,189,271,Siang,Angin Ringan
13547,2012-07-23,Fall,2012,Jul,15.0,0,Monday,1,Clear,0.8,0.7576,0.55,0.194,76,205,281,Siang,Angin Ringan
13548,2012-07-23,Fall,2012,Jul,16.0,0,Monday,1,Clear,0.82,0.7727,0.52,0.1343,111,346,457,Sore,Angin Ringan
13549,2012-07-23,Fall,2012,Jul,17.0,0,Monday,1,Clear,0.82,0.7727,0.52,0.1343,87,760,847,Sore,Angin Ringan
13550,2012-07-23,Fall,2012,Jul,18.0,0,Monday,1,Clear,0.82,0.7576,0.46,0.1045,69,672,741,Sore,Angin Ringan
13551,2012-07-23,Fall,2012,Jul,19.0,0,Monday,1,Clear,0.8,0.7424,0.52,0.2537,94,488,582,Malam,Angin Sedang
13552,2012-07-23,Fall,2012,Jul,20.0,0,Monday,1,Clear,0.76,0.7121,0.62,0.1642,56,347,403,Malam,Angin Ringan
13553,2012-07-23,Fall,2012,Jul,21.0,0,Monday,1,Clear,0.76,0.7121,0.62,0.194,45,251,296,Malam,Angin Ringan
13554,2012-07-23,Fall,2012,Jul,22.0,0,Monday,1,Clear,0.74,0.6818,0.62,0.194,40,169,209,Malam,Angin Ringan
13555,2012-07-23,Fall,2012,Jul,23.0,0,Monday,1,Clear,0.72,0.6818,0.66,0.1642,16,98,114,Malam,Angin Ringan
13556,2012-07-24,Fall,2012,Jul,0.0,0,Tuesday,1,Clear,0.7,0.6667,0.74,0.1343,12,52,64,Malam,Angin Ringan
13557,2012-07-24,Fall,2012,Jul,1.0,0,Tuesday,1,Clear,0.68,0.6364,0.79,0.1642,7,10,17,Malam,Angin Ringan
13558,2012-07-24,Fall,2012,Jul,2.0,0,Tuesday,1,Clear,0.66,0.6061,0.83,0.1642,6,10,16,Malam,Angin Ringan
13559,2012-07-24,Fall,2012,Jul,3.0,0,Tuesday,1,Clear,0.66,0.6061,0.83,0.1642,1,5,6,Malam,Angin Ringan
13560,2012-07-24,Fall,2012,Jul,4.0,0,Tuesday,1,Clear,0.66,0.6061,0.83,0.0896,0,6,6,Malam,Angin Ringan
13561,2012-07-24,Fall,2012,Jul,5.0,0,Tuesday,1,Clear,0.66,0.6061,0.83,0.1045,5,45,50,Malam,Angin Ringan
13562,2012-07-24,Fall,2012,Jul,6.0,0,Tuesday,1,Clear,0.66,0.6061,0.83,0.1343,17,173,190,Pagi,Angin Ringan
13563,2012-07-24,Fall,2012,Jul,7.0,0,Tuesday,1,Clear,0.7,0.6667,0.74,0.1642,24,492,516,Pagi,Angin Ringan
13564,2012-07-24,Fall,2012,Jul,8.0,0,Tuesday,1,Clear,0.74,0.697,0.7,0.194,49,694,743,Pagi,Angin Ringan
13565,2012-07-24,Fall,2012,Jul,9.0,0,Tuesday,1,Clear,0.84,0.803,0.53,0.0,40,299,339,Pagi,Angin Ringan
13566,2012-07-24,Fall,2012,Jul,10.0,0,Tuesday,1,Clear,0.82,0.7879,0.56,0.2985,62,156,218,Pagi,Angin Sedang
13567,2012-07-24,Fall,2012,Jul,11.0,0,Tuesday,1,Misty,0.84,0.803,0.53,0.3284,45,156,201,Pagi,Angin Sedang
13568,2012-07-24,Fall,2012,Jul,12.0,0,Tuesday,1,Misty,0.82,0.7879,0.56,0.2239,60,169,229,Siang,Angin Sedang
13569,2012-07-24,Fall,2012,Jul,13.0,0,Tuesday,1,Misty,0.84,0.803,0.53,0.2985,73,200,273,Siang,Angin Sedang
13570,2012-07-24,Fall,2012,Jul,14.0,0,Tuesday,1,Misty,0.84,0.803,0.53,0.2239,48,196,244,Siang,Angin Sedang
13571,2012-07-24,Fall,2012,Jul,15.0,0,Tuesday,1,Clear,0.82,0.7727,0.49,0.2985,73,212,285,Siang,Angin Sedang
13572,2012-07-24,Fall,2012,Jul,16.0,0,Tuesday,1,Clear,0.8,0.7576,0.55,0.2985,86,369,455,Sore,Angin Sedang
13573,2012-07-24,Fall,2012,Jul,17.0,0,Tuesday,1,Clear,0.8,0.7424,0.52,0.3284,94,775,869,Sore,Angin Sedang
13574,2012-07-24,Fall,2012,Jul,18.0,0,Tuesday,1,Clear,0.76,0.7121,0.62,0.3284,110,767,877,Sore,Angin Sedang
13575,2012-07-24,Fall,2012,Jul,19.0,0,Tuesday,1,Clear,0.76,0.7121,0.62,0.1642,109,523,632,Malam,Angin Ringan
13576,2012-07-24,Fall,2012,Jul,20.0,0,Tuesday,1,Clear,0.74,0.697,0.66,0.1642,85,438,523,Malam,Angin Ringan
13577,2012-07-24,Fall,2012,Jul,21.0,0,Tuesday,1,Clear,0.74,0.697,0.66,0.2239,53,325,378,Malam,Angin Sedang
13578,2012-07-24,Fall,2012,Jul,22.0,0,Tuesday,1,Clear,0.74,0.697,0.66,0.2537,43,226,269,Malam,Angin Sedang
13579,2012-07-24,Fall,2012,Jul,23.0,0,Tuesday,1,Clear,0.74,0.6818,0.58,0.3284,38,154,192,Malam,Angin Sedang
13580,2012-07-25,Fall,2012,Jul,0.0,0,Wednesday,1,Clear,0.72,0.6667,0.58,0.2985,9,57,66,Malam,Angin Sedang
13581,2012-07-25,Fall,2012,Jul,1.0,0,Wednesday,1,Clear,0.7,0.6515,0.58,0.194,2,26,28,Malam,Angin Ringan
13582,2012-07-25,Fall,2012,Jul,2.0,0,Wednesday,1,Clear,0.68,0.6364,0.61,0.2239,1,11,12,Malam,Angin Sedang
13583,2012-07-25,Fall,2012,Jul,3.0,0,Wednesday,1,Clear,0.66,0.6212,0.65,0.2239,1,11,12,Malam,Angin Sedang
13584,2012-07-25,Fall,2012,Jul,4.0,0,Wednesday,1,Clear,0.64,0.6061,0.65,0.2239,0,4,4,Malam,Angin Sedang
13585,2012-07-25,Fall,2012,Jul,5.0,0,Wednesday,1,Clear,0.64,0.6061,0.65,0.1642,5,54,59,Malam,Angin Ringan
13586,2012-07-25,Fall,2012,Jul,6.0,0,Wednesday,1,Clear,0.64,0.6061,0.65,0.194,11,179,190,Pagi,Angin Ringan
13587,2012-07-25,Fall,2012,Jul,7.0,0,Wednesday,1,Clear,0.66,0.6212,0.5,0.3284,34,473,507,Pagi,Angin Sedang
13588,2012-07-25,Fall,2012,Jul,8.0,0,Wednesday,1,Clear,0.7,0.6364,0.42,0.2537,43,745,788,Pagi,Angin Sedang
13589,2012-07-25,Fall,2012,Jul,9.0,0,Wednesday,1,Clear,0.72,0.6515,0.37,0.2985,65,277,342,Pagi,Angin Sedang
13590,2012-07-25,Fall,2012,Jul,10.0,0,Wednesday,1,Clear,0.74,0.6515,0.37,0.0,68,163,231,Pagi,Angin Ringan
13591,2012-07-25,Fall,2012,Jul,11.0,0,Wednesday,1,Clear,0.76,0.6667,0.33,0.0,79,202,281,Pagi,Angin Ringan
13592,2012-07-25,Fall,2012,Jul,12.0,0,Wednesday,1,Clear,0.76,0.6667,0.33,0.0,77,233,310,Siang,Angin Ringan
13593,2012-07-25,Fall,2012,Jul,13.0,0,Wednesday,1,Clear,0.78,0.6818,0.31,0.1642,81,231,312,Siang,Angin Ringan
13594,2012-07-25,Fall,2012,Jul,14.0,0,Wednesday,1,Clear,0.8,0.697,0.29,0.1343,88,159,247,Siang,Angin Ringan
13595,2012-07-25,Fall,2012,Jul,15.0,0,Wednesday,1,Clear,0.78,0.6818,0.31,0.0896,94,223,317,Siang,Angin Ringan
13596,2012-07-25,Fall,2012,Jul,16.0,0,Wednesday,1,Clear,0.8,0.697,0.29,0.1642,91,393,484,Sore,Angin Ringan
13597,2012-07-25,Fall,2012,Jul,17.0,0,Wednesday,1,Clear,0.8,0.697,0.31,0.0,130,783,913,Sore,Angin Ringan
13598,2012-07-25,Fall,2012,Jul,18.0,0,Wednesday,1,Clear,0.8,0.697,0.27,0.1343,104,787,891,Sore,Angin Ringan
13599,2012-07-25,Fall,2012,Jul,19.0,0,Wednesday,1,Clear,0.76,0.6667,0.33,0.1343,116,582,698,Malam,Angin Ringan
13600,2012-07-25,Fall,2012,Jul,20.0,0,Wednesday,1,Clear,0.74,0.6515,0.4,0.1642,106,461,567,Malam,Angin Ringan
13601,2012-07-25,Fall,2012,Jul,21.0,0,Wednesday,1,Clear,0.72,0.6515,0.45,0.1343,71,326,397,Malam,Angin Ringan
13602,2012-07-25,Fall,2012,Jul,22.0,0,Wednesday,1,Clear,0.7,0.6515,0.58,0.1343,55,223,278,Malam,Angin Ringan
13603,2012-07-25,Fall,2012,Jul,23.0,0,Wednesday,1,Clear,0.68,0.6364,0.57,0.2985,52,187,239,Malam,Angin Sedang
13604,2012-07-26,Fall,2012,Jul,0.0,0,Thursday,1,Clear,0.66,0.6212,0.65,0.194,27,65,92,Malam,Angin Ringan
13605,2012-07-26,Fall,2012,Jul,1.0,0,Thursday,1,Clear,0.66,0.6212,0.65,0.2239,6,23,29,Malam,Angin Sedang
13606,2012-07-26,Fall,2012,Jul,2.0,0,Thursday,1,Clear,0.66,0.6212,0.69,0.2537,5,16,21,Malam,Angin Sedang
13607,2012-07-26,Fall,2012,Jul,3.0,0,Thursday,1,Clear,0.66,0.6212,0.69,0.2239,0,8,8,Malam,Angin Sedang
13608,2012-07-26,Fall,2012,Jul,4.0,0,Thursday,1,Clear,0.66,0.6212,0.74,0.194,0,4,4,Malam,Angin Ringan
13609,2012-07-26,Fall,2012,Jul,5.0,0,Thursday,1,Clear,0.66,0.6212,0.74,0.194,2,40,42,Malam,Angin Ringan
13610,2012-07-26,Fall,2012,Jul,6.0,0,Thursday,1,Clear,0.66,0.6061,0.78,0.2537,16,165,181,Pagi,Angin Sedang
13611,2012-07-26,Fall,2012,Jul,7.0,0,Thursday,1,Clear,0.7,0.6667,0.74,0.2537,17,478,495,Pagi,Angin Sedang
13612,2012-07-26,Fall,2012,Jul,8.0,0,Thursday,1,Misty,0.7,0.6667,0.74,0.2537,49,680,729,Pagi,Angin Sedang
13613,2012-07-26,Fall,2012,Jul,9.0,0,Thursday,1,Misty,0.72,0.6818,0.7,0.1343,55,289,344,Pagi,Angin Ringan
13614,2012-07-26,Fall,2012,Jul,10.0,0,Thursday,1,Clear,0.74,0.697,0.7,0.2239,79,143,222,Pagi,Angin Sedang
13615,2012-07-26,Fall,2012,Jul,11.0,0,Thursday,1,Clear,0.8,0.803,0.66,0.2239,69,143,212,Pagi,Angin Sedang
13616,2012-07-26,Fall,2012,Jul,12.0,0,Thursday,1,Clear,0.84,0.8182,0.56,0.2537,73,206,279,Siang,Angin Sedang
13617,2012-07-26,Fall,2012,Jul,13.0,0,Thursday,1,Clear,0.86,0.8333,0.53,0.2985,53,189,242,Siang,Angin Sedang
13618,2012-07-26,Fall,2012,Jul,14.0,0,Thursday,1,Clear,0.9,0.8788,0.47,0.2537,62,151,213,Siang,Angin Sedang
13619,2012-07-26,Fall,2012,Jul,15.0,0,Thursday,1,Clear,0.92,0.8939,0.42,0.2985,65,173,238,Siang,Angin Sedang
13620,2012-07-26,Fall,2012,Jul,16.0,0,Thursday,1,Clear,0.94,0.8788,0.38,0.3881,62,312,374,Sore,Angin Kencang
13621,2012-07-26,Fall,2012,Jul,17.0,0,Thursday,1,Clear,0.9,0.8636,0.45,0.4179,110,628,738,Sore,Angin Kencang
13622,2012-07-26,Fall,2012,Jul,18.0,0,Thursday,1,Clear,0.92,0.8788,0.4,0.3582,73,615,688,Sore,Angin Kencang
13623,2012-07-26,Fall,2012,Jul,19.0,0,Thursday,1,Clear,0.9,0.8636,0.45,0.3284,80,534,614,Malam,Angin Sedang
13624,2012-07-26,Fall,2012,Jul,20.0,0,Thursday,1,Clear,0.86,0.8182,0.5,0.2537,47,399,446,Malam,Angin Sedang
13625,2012-07-26,Fall,2012,Jul,21.0,0,Thursday,1,Clear,0.8,0.7424,0.49,0.6119,35,236,271,Malam,Angin Kencang
13626,2012-07-26,Fall,2012,Jul,22.0,0,Thursday,1,Clear,0.8,0.7424,0.49,0.6119,33,201,234,Malam,Angin Kencang
13627,2012-07-26,Fall,2012,Jul,23.0,0,Thursday,1,Clear,0.72,0.6818,0.7,0.1343,18,127,145,Malam,Angin Ringan
13628,2012-07-27,Fall,2012,Jul,0.0,0,Friday,1,Clear,0.72,0.6818,0.7,0.0,14,83,97,Malam,Angin Ringan
13629,2012-07-27,Fall,2012,Jul,1.0,0,Friday,1,Clear,0.72,0.6818,0.7,0.1045,12,42,54,Malam,Angin Ringan
13630,2012-07-27,Fall,2012,Jul,2.0,0,Friday,1,Clear,0.7,0.6667,0.79,0.1343,8,18,26,Malam,Angin Ringan
13631,2012-07-27,Fall,2012,Jul,3.0,0,Friday,1,Clear,0.7,0.6667,0.74,0.1642,3,9,12,Malam,Angin Ringan
13632,2012-07-27,Fall,2012,Jul,4.0,0,Friday,1,Clear,0.7,0.6667,0.79,0.0,3,5,8,Malam,Angin Ringan
13633,2012-07-27,Fall,2012,Jul,5.0,0,Friday,1,Clear,0.7,0.6667,0.84,0.0,3,34,37,Malam,Angin Ringan
13634,2012-07-27,Fall,2012,Jul,6.0,0,Friday,1,Clear,0.7,0.6667,0.79,0.0,10,129,139,Pagi,Angin Ringan
13635,2012-07-27,Fall,2012,Jul,7.0,0,Friday,1,Clear,0.72,0.6818,0.7,0.194,13,397,410,Pagi,Angin Ringan
13636,2012-07-27,Fall,2012,Jul,8.0,0,Friday,1,Clear,0.76,0.7273,0.66,0.0896,34,642,676,Pagi,Angin Ringan
13637,2012-07-27,Fall,2012,Jul,9.0,0,Friday,1,Clear,0.82,0.7727,0.49,0.2836,34,329,363,Pagi,Angin Sedang
13638,2012-07-27,Fall,2012,Jul,10.0,0,Friday,1,Clear,0.84,0.7727,0.47,0.0,85,146,231,Pagi,Angin Ringan
13639,2012-07-27,Fall,2012,Jul,11.0,0,Friday,1,Clear,0.84,0.7727,0.47,0.3284,67,184,251,Pagi,Angin Sedang
13640,2012-07-27,Fall,2012,Jul,12.0,0,Friday,1,Clear,0.84,0.7879,0.49,0.3582,92,207,299,Siang,Angin Kencang
13641,2012-07-27,Fall,2012,Jul,13.0,0,Friday,1,Clear,0.84,0.7727,0.47,0.2836,83,231,314,Siang,Angin Sedang
13642,2012-07-27,Fall,2012,Jul,14.0,0,Friday,1,Clear,0.86,0.803,0.47,0.2985,105,221,326,Siang,Angin Sedang
13643,2012-07-27,Fall,2012,Jul,15.0,0,Friday,1,Clear,0.86,0.7879,0.41,0.2239,81,242,323,Siang,Angin Sedang
13644,2012-07-27,Fall,2012,Jul,16.0,0,Friday,1,Clear,0.84,0.7727,0.47,0.2239,80,419,499,Sore,Angin Sedang
13645,2012-07-27,Fall,2012,Jul,17.0,0,Friday,1,Clear,0.86,0.7879,0.41,0.2836,101,598,699,Sore,Angin Sedang
13646,2012-07-27,Fall,2012,Jul,18.0,0,Friday,1,Clear,0.82,0.7576,0.46,0.1642,100,522,622,Sore,Angin Ringan
13647,2012-07-27,Fall,2012,Jul,19.0,0,Friday,1,Clear,0.82,0.7727,0.52,0.194,93,423,516,Malam,Angin Ringan
